Spanish	4	76826237	10236
				6)	rsif	7486	573	5.074187E-6
				7)	rsit	8816	340	3.0108613E-6
				8)	rsia	8872	334	2.9577286E-6
				9)	rsib	9755	239	2.1164585E-6
			5)	rsa	0	0	0.0
				1)	rsac	4576	2127	1.8835595E-5
				2)	rsas	4584	2116	1.8738185E-5
				3)	rsal	5123	1645	1.4567256E-5
				4)	rsar	6462	894	7.916794E-6
				5)	rsa_	6750	786	6.960403E-6
			6)	rsu	0	0	0.0
				1)	rsua	8832	339	3.002006E-6
		7)	ri	0	0	0.0
			1)	rio	0	0	0.0
				1)	rio_	198	57686	5.108369E-4
				2)	rios	349	39513	3.4990636E-4
				3)	rior	381	36747	3.2541214E-4
				4)	riod	3726	3270	2.8957402E-5
				5)	riot	5866	1166	1.0325483E-5
				6)	rion	6003	1108	9.811866E-6
			2)	rid	0	0	0.0
				1)	rida	202	56849	5.034249E-4
				2)	rido	2052	8912	7.891999E-5
				3)	ridi	7887	487	4.312616E-6
				4)	ridí	7967	470	4.162073E-6
			3)	ria	0	0	0.0
				1)	ria_	204	56722	5.023002E-4
				2)	rias	814	22820	2.0208194E-4
				3)	rial	1648	11539	1.0218332E-4
				4)	riam	3303	4180	3.7015885E-5
				5)	riad	5646	1275	1.129073E-5
				6)	riac	5791	1199	1.0617714E-5
				7)	rian	5814	1187	1.0511449E-5
				8)	riab	9282	283	2.5060992E-6
				9)	riar	9672	246	2.1784467E-6
			4)	rim	0	0	0.0
				1)	rime	483	32160	2.8479207E-4
				2)	rimi	1905	9792	8.671281E-5
				3)	rima	3654	3387	2.9993493E-5
				4)	rimo	4057	2754	2.4387977E-5
			5)	rin	0	0	0.0
				1)	rinc	538	30478	2.6989717E-4
				2)	rind	4981	1746	1.546166E-5
				3)	rina	5149	1626	1.4399002E-5
				4)	ring	5313	1486	1.3159235E-5
				5)	rino	6041	1090	9.652467E-6
				6)	rins	6307	964	8.536677E-6
			6)	rib	0	0	0.0
				1)	ribu	892	21039	1.8631032E-4
				2)	ribl	4514	2191	1.9402345E-5
				3)	ribi	4844	1871	1.6568592E-5
				4)	ribe	6165	1035	9.1654165E-6
				5)	riba	6607	834	7.385466E-6
				6)	ribo	9965	218	1.9304935E-6
			7)	rie	0	0	0.0
				1)	rien	1434	13435	1.189733E-4
				2)	ries	2025	9021	7.9885234E-5
				3)	rie_	2648	6113	5.4133518E-5
				4)	ried	3656	3384	2.9966926E-5
				5)	rieg	4750	1949	1.725932E-5
				6)	rier	6587	841	7.447454E-6
			8)	ric	0	0	0.0
				1)	rica	1478	12964	1.1480237E-4
				2)	ricu	2317	7536	6.673486E-5
				3)	rico	3224	4390	3.8875532E-5
				4)	rict	3314	4154	3.678564E-5
				5)	rice	4197	2569	2.2749715E-5
				6)	rici	4205	2555	2.2625738E-5
				7)	ricc	4666	2035	1.8020892E-5
			9)	rit	0	0	0.0
				1)	rito	1510	12659	1.1210145E-4
				2)	rite	2684	5990	5.3044292E-5
				3)	rita	3083	4711	4.171814E-5
				4)	ritá	3616	3498	3.097645E-5
				5)	ritu	3896	2987	2.6451302E-5
				6)	riti	4960	1773	1.5700756E-5
				7)	ritm	6137	1047	9.271682E-6
			10)	ris	0	0	0.0
				1)	rism	1936	9558	8.4640626E-5
				2)	rist	2292	7590	6.7213055E-5
				3)	risi	2399	7137	6.320152E-5
				4)	risa	7261	634	5.614371E-6
				5)	risd	7340	610	5.4018396E-6
				6)	risp	8349	404	3.5776118E-6
			11)	riv	0	0	0.0
				1)	riva	2152	8331	7.377496E-5
				2)	rivi	5580	1315	1.1644949E-5
			12)	riz	0	0	0.0
				1)	riza	2163	8299	7.349158E-5
				2)	rizo	4190	2577	2.2820557E-5
				3)	riz_	8912	328	2.9045957E-6
			13)	rig	0	0	0.0
				1)	rigi	2314	7546	6.682341E-5
				2)	rige	2587	6315	5.5922323E-5
				3)	rigu	5258	1528	1.3531166E-5
				4)	rigo	6669	812	7.190645E-6
				5)	riga	9843	229	2.0279037E-6
			14)	rir	0	0	0.0
				1)	rir_	2463	6829	6.0474034E-5
				2)	rirm	5924	1144	1.0130663E-5
				3)	rirá	6009	1104	9.776444E-6
				4)	rirs	6335	946	8.377279E-6
				5)	rirí	6954	727	6.43793E-6
				6)	riré	9531	259	2.2935678E-6
			15)	rif	0	0	0.0
				1)	rifi	3887	3000	2.6566424E-5
				2)	rifé	5937	1136	1.0059819E-5
				3)	rifa	7578	553	4.8970774E-6
			16)	ril	0	0	0.0
				1)	ril_	3929	2947	2.6097085E-5
				2)	rill	5698	1254	1.1104765E-5
				3)	rile	7015	709	6.2785316E-6
			17)	riq	0	0	0.0
				1)	riqu	5017	1712	1.5160573E-5
			18)	rió	0	0	0.0
				1)	rió_	5565	1323	1.1715793E-5
				2)	riód	5688	1258	1.1140187E-5
				3)	rión	10228	200	1.771095E-6
			19)	rip	0	0	0.0
				1)	ripc	5806	1189	1.0529159E-5
				2)	ripu	8289	413	3.657311E-6
				3)	ripe	8384	399	3.5333344E-6
				4)	ripa	9363	276	2.444111E-6
			20)	rij	0	0	0.0
				1)	rija	8067	450	3.9849638E-6
				2)	rijo	8398	398	3.5244789E-6
			21)	riu	0	0	0.0
				1)	riun	8258	419	3.710444E-6
			22)	rié	0	0	0.0
				1)	rién	9741	241	2.1341693E-6
		8)	rt	0	0	0.0
			1)	rte	0	0	0.0
				1)	rte_	200	57375	5.0808286E-4
				2)	rtes	1524	12542	1.1106536E-4
				3)	rten	3157	4549	4.0283554E-5
				4)	rtea	5363	1449	1.2831582E-5
				5)	rter	7792	510	4.516292E-6
				6)	rtez	8066	450	3.9849638E-6
				7)	rtel	9053	309	2.7363417E-6
				8)	rtem	9344	277	2.4529666E-6
			2)	rta	0	0	0.0
				1)	rtan	208	55926	4.9525127E-4
				2)	rtad	913	20717	1.8345886E-4
				3)	rta_	1793	10592	9.3797185E-5
				4)	rtac	2545	6495	5.7516307E-5
				5)	rtar	2961	5099	4.5154065E-5
				6)	rtam	3264	4264	3.7759743E-5
				7)	rtal	3516	3724	3.2977787E-5
				8)	rtas	4181	2592	2.295339E-5
				9)	rtav	8582	373	3.303092E-6
				10)	rtab	8725	351	3.1082716E-6
			3)	rti	0	0	0.0
				1)	rtic	574	29175	2.583585E-4
				2)	rtid	1402	13758	1.2183362E-4
				3)	rtir	1823	10431	9.2371454E-5
				4)	rtif	5035	1697	1.502774E-5
				5)	rtin	5165	1614	1.4292736E-5
				6)	rtie	5370	1444	1.2787305E-5
				7)	rtim	5569	1322	1.1706938E-5
				8)	rtiv	6477	889	7.872517E-6
				9)	rtis	6601	836	7.403177E-6
				10)	rtil	9343	277	2.4529666E-6
				11)	rtió	9382	274	2.4264E-6
				12)	rtit	9383	274	2.4264E-6
				13)	rtiz	9944	221	1.9570598E-6
			4)	rtu	0	0	0.0
				1)	rtun	1218	15946	1.412094E-4
				2)	rtur	3089	4698	4.160302E-5
				3)	rtug	4668	2030	1.7976614E-5
				4)	rtud	4767	1935	1.7135344E-5
				5)	rtua	6055	1085	9.60819E-6
			5)	rto	0	0	0.0
				1)	rto_	1649	11535	1.021479E-4
				2)	rtos	2704	5916	5.2388987E-5
			6)	rtí	0	0	0.0
				1)	rtíc	1886	9987	8.843963E-5
		9)	rr	0	0	0.0
			1)	rro	0	0	0.0
				1)	rrol	394	36245	3.2096668E-4
				2)	rror	1295	15056	1.3332802E-4
				3)	rrov	4439	2275	2.0146204E-5
				4)	rroc	4663	2040	1.8065168E-5
				5)	rrog	4804	1904	1.6860824E-5
				6)	rro_	5639	1279	1.1326152E-5
				7)	rros	7487	573	5.074187E-6
				8)	rrot	7850	497	4.401171E-6
				9)	rroj	8189	430	3.807854E-6
				10)	rroq	10119	207	1.8330833E-6
			2)	rre	0	0	0.0
				1)	rres	2248	7783	6.8922156E-5
				2)	rrec	2608	6247	5.532015E-5
				3)	rren	2915	5242	4.64204E-5
				4)	rre_	3523	3700	3.2765256E-5
				5)	rreg	3593	3531	3.1268683E-5
				6)	rrer	3832	3084	2.7310283E-5
				7)	rret	4246	2520	2.2315797E-5
				8)	rrem	7055	699	6.189977E-6
				9)	rreo	7307	621	5.4992497E-6
				10)	rrea	7525	565	5.003343E-6
				11)	rrel	7814	506	4.4808703E-6
				12)	rrev	9219	290	2.5680877E-6
				13)	rred	9957	219	1.939349E-6
				14)	rrep	9979	217	1.921638E-6
			3)	rra	0	0	0.0
				1)	rra_	2260	7723	6.839083E-5
				2)	rrad	2812	5532	4.8988484E-5
				3)	rrar	4700	2000	1.7710949E-5
				4)	rras	4943	1785	1.5807022E-5
				5)	rram	4990	1740	1.5408526E-5
				6)	rran	6278	978	8.660654E-6
				7)	rraf	6829	764	6.765583E-6
				8)	rrai	8727	350	3.099416E-6
				9)	rrac	9488	263	2.32899E-6
			4)	rri	0	0	0.0
				1)	rrit	2834	5474	4.8474867E-5
				2)	rrid	4088	2695	2.3865505E-5
				3)	rril	4349	2375	2.1031752E-5
				4)	rrie	4424	2287	2.025247E-5
				5)	rrir	4581	2118	1.8755894E-5
				6)	rrib	4740	1962	1.7374441E-5
				7)	rrió	7312	620	5.4903944E-6
			5)	rrá	0	0	0.0
				1)	rrán	4555	2150	1.9039271E-5
			6)	rru	0	0	0.0
				1)	rrup	4633	2073	1.83574E-5
				2)	rrum	5335	1468	1.2999837E-5
				3)	rrus	9978	217	1.921638E-6
				4)	rrui	10225	201	1.7799504E-6
			7)	rrí	0	0	0.0
				1)	rría	6778	777	6.880704E-6
			8)	rró	0	0	0.0
				1)	rrón	6951	728	6.4467854E-6
		10)	rd	0	0	0.0
			1)	rdo	0	0	0.0
				1)	rdo_	499	31919	2.826579E-4
				2)	rdos	2210	7966	7.054271E-5
				3)	rdon	8908	329	2.9134512E-6
			2)	rda	0	0	0.0
				1)	rdar	1503	12731	1.1273905E-4
				2)	rdad	2420	7020	6.216543E-5
				3)	rda_	3441	3892	3.4465505E-5
				4)	rdan	5045	1687	1.4939185E-5
				5)	rdam	6466	893	7.907939E-6
				6)	rdas	8118	442	3.9141196E-6
			3)	rde	0	0	0.0
				1)	rden	1676	11346	1.00474215E-4
				2)	rde_	2741	5809	5.1441453E-5
				3)	rder	4769	1931	1.7099921E-5
				4)	rdem	7171	662	5.862324E-6
				5)	rdes	8777	344	3.0462834E-6
				6)	rdeo	9778	236	2.089892E-6
				7)	rdep	10091	209	1.8507942E-6
			4)	rdi	0	0	0.0
				1)	rdin	2119	8496	7.5236116E-5
				2)	rdid	3569	3588	3.177344E-5
				3)	rdia	4257	2504	2.2174108E-5
				4)	rdie	7024	707	6.2608206E-6
				5)	rdic	7802	508	4.498581E-6
			5)	rdó	0	0	0.0
				1)	rdó_	6917	739	6.544196E-6
			6)	rdu	0	0	0.0
				1)	rdua	9384	274	2.4264E-6
			7)	rdí	0	0	0.0
				1)	rdía	9777	236	2.089892E-6
		11)	rá	0	0	0.0
			1)	rán	0	0	0.0
				1)	rán_	601	28121	2.490248E-4
				2)	ráne	4423	2289	2.0270181E-5
				3)	ránd	6540	860	7.615708E-6
				4)	ráns	7002	714	6.322809E-6
			2)	rác	0	0	0.0
				1)	ráct	1090	17661	1.5639653E-4
			3)	rát	0	0	0.0
				1)	ráti	1869	10120	8.96174E-5
			4)	ráp	0	0	0.0
				1)	rápi	2540	6505	5.7604862E-5
			5)	ráf	0	0	0.0
				1)	ráfi	2563	6403	5.6701603E-5
			6)	rás	0	0	0.0
				1)	rás_	4716	1982	1.755155E-5
				2)	rást	6998	715	6.3316643E-6
			7)	rág	0	0	0.0
				1)	rági	5201	1581	1.4000505E-5
			8)	rám	0	0	0.0
				1)	rámi	7406	594	5.2601517E-6
				2)	ráme	8474	388	3.435924E-6
			9)	ráb	0	0	0.0
				1)	rába	8871	334	2.9577286E-6
		12)	rc	0	0	0.0
			1)	rca	0	0	0.0
				1)	rcad	641	26978	2.38903E-4
				2)	rca_	1827	10420	9.2274044E-5
				3)	rcam	3519	3714	3.288923E-5
				4)	rcan	3573	3579	3.1693744E-5
				5)	rcar	4883	1837	1.6267506E-5
				6)	rcas	6617	831	7.3588994E-6
				7)	rcac	8603	371	3.2853811E-6
			2)	rco	0	0	0.0
				1)	rco_	1152	16839	1.4911733E-4
				2)	rcos	4846	1869	1.6550883E-5
				3)	rcol	7030	706	6.2519653E-6
				4)	rcon	8480	387	3.4270686E-6
				5)	rcoc	8909	329	2.9134512E-6
			3)	rci	0	0	0.0
				1)	rcio	1280	15238	1.3493972E-4
				2)	rcia	1829	10416	9.2238624E-5
				3)	rcic	2382	7254	6.423761E-5
				4)	rció	5663	1266	1.1211031E-5
				5)	rcit	5739	1233	1.09188E-5
				6)	rcib	6289	972	8.6075215E-6
				7)	rcid	7698	529	4.684546E-6
				8)	rcin	9071	307	2.7186306E-6
				9)	rcie	9320	279	2.4706774E-6
			4)	rce	0	0	0.0
				1)	rcer	1528	12508	1.10764275E-4
				2)	rcen	4789	1914	1.6949378E-5
				3)	rcel	5367	1446	1.2805016E-5
				4)	rce_	6512	871	7.713118E-6
				5)	rcep	7208	649	5.747203E-6
			5)	rcu	0	0	0.0
				1)	rcul	2999	4989	4.4179964E-5
				2)	rcun	3510	3739	3.311062E-5
				3)	rcus	4714	1984	1.7569262E-5
				4)	rcur	6779	777	6.880704E-6
				5)	rcut	7950	473	4.1886397E-6
			6)	rch	0	0	0.0
				1)	rcha	3509	3741	3.312833E-5
				2)	rchi	9264	285	2.5238103E-6
		13)	rg	0	0	0.0
			1)	rgo	0	0	0.0
				1)	rgo_	721	25182	2.2299855E-4
				2)	rgos	6438	904	8.005349E-6
				3)	rgon	6705	797	7.0578135E-6
			2)	rga	0	0	0.0
				1)	rgan	1003	18993	1.6819203E-4
				2)	rga_	3252	4322	3.827336E-5
				3)	rgad	4832	1879	1.6639437E-5
				4)	rgar	5192	1588	1.4062493E-5
				5)	rgas	5986	1116	9.8827095E-6
				6)	rgam	9069	308	2.7274862E-6
			3)	rge	0	0	0.0
				1)	rgen	1630	11675	1.0338767E-4
				2)	rge_	7255	636	5.632082E-6
			4)	rgí	0	0	0.0
				1)	rgía	2000	9170	8.12047E-5
			5)	rgé	0	0	0.0
				1)	rgét	2987	5024	4.4489905E-5
			6)	rgu	0	0	0.0
				1)	rgum	4046	2773	2.4556231E-5
				2)	rgul	5401	1423	1.260134E-5
				3)	rgue	6603	835	7.3943215E-6
				4)	rgub	6910	740	6.553051E-6
			7)	rgi	0	0	0.0
				1)	rgic	5481	1375	1.2176278E-5
				2)	rgid	6808	769	6.8098598E-6
				3)	rgia	7158	665	5.8888904E-6
				4)	rgin	7254	636	5.632082E-6
				5)	rgir	7735	521	4.6137025E-6
				6)	rgie	9297	282	2.497244E-6
			8)	rgü	0	0	0.0
				1)	rgüe	7641	539	4.773101E-6
			9)	rgá	0	0	0.0
				1)	rgán	8809	341	3.0197168E-6
		14)	rv	0	0	0.0
			1)	rvi	0	0	0.0
				1)	rvic	1048	18336	1.6237398E-4
				2)	rvis	4087	2695	2.3865505E-5
				3)	rvir	4747	1950	1.7268176E-5
				4)	rviv	7326	615	5.446117E-6
				5)	rvie	7375	601	5.32214E-6
				6)	rvid	8280	415	3.675022E-6
				7)	rvin	9006	314	2.780619E-6
			2)	rve	0	0	0.0
				1)	rven	1716	11072	9.8047814E-5
				2)	rve_	6062	1082	9.581623E-6
				3)	rver	9665	247	2.1873022E-6
			3)	rva	0	0	0.0
				1)	rvac	2801	5586	4.9466682E-5
				2)	rvad	3798	3139	2.7797334E-5
				3)	rvar	3846	3054	2.704462E-5
				4)	rvas	4681	2011	1.780836E-5
				5)	rva_	4946	1781	1.57716E-5
				6)	rvan	5894	1155	1.0228073E-5
				7)	rvam	8117	442	3.9141196E-6
				8)	rvat	9815	232	2.05447E-6
			4)	rvo	0	0	0.0
				1)	rvo_	5400	1423	1.260134E-5
		15)	rn	0	0	0.0
			1)	rno	0	0	0.0
				1)	rnos	1049	18313	1.6217031E-4
				2)	rno_	1787	10617	9.401857E-5
				3)	rnog	8852	337	2.984295E-6
			2)	rna	0	0	0.0
				1)	rnac	1133	17162	1.5197766E-4
				2)	rnat	3375	4007	3.548389E-5
				3)	rna_	4054	2761	2.4449966E-5
				4)	rnam	4399	2319	2.0535846E-5
				5)	rnad	4795	1909	1.6905102E-5
				6)	rnan	4978	1749	1.5488225E-5
				7)	rnas	5318	1477	1.3079536E-5
				8)	rnal	8410	395	3.4979125E-6
				9)	rnar	8982	318	2.816041E-6
			3)	rne	0	0	0.0
				1)	rne_	4537	2175	1.9260657E-5
				2)	rnes	7381	599	5.304429E-6
			4)	rni	0	0	0.0
				1)	rniz	5260	1527	1.352231E-5
				2)	rnid	7651	538	4.764245E-6
				3)	rnic	9007	314	2.780619E-6
				4)	rnie	9842	229	2.0279037E-6
		16)	rl	0	0	0.0
			1)	rlo	0	0	0.0
				1)	rlo_	1224	15863	1.404744E-4
				2)	rlos	3494	3764	3.3332006E-5
				3)	rloc	5283	1507	1.33452E-5
			2)	rle	0	0	0.0
				1)	rle_	2156	8318	7.365984E-5
				2)	rles	2337	7467	6.612383E-5
			3)	rla	0	0	0.0
				1)	rlam	2511	6622	5.864095E-5
				2)	rla_	2992	5007	4.4339362E-5
				3)	rlan	3527	3693	3.270327E-5
				4)	rlas	3737	3253	2.8806859E-5
			4)	rlu	0	0	0.0
				1)	rluz	9494	262	2.3201344E-6
		17)	ru	0	0	0.0
			1)	ruc	0	0	0.0
				1)	ruct	1274	15312	1.3559502E-4
				2)	rucc	2698	5937	5.2574953E-5
				3)	ruci	4077	2717	2.4060324E-5
				4)	ruce	10099	208	1.8419387E-6
			2)	rup	0	0	0.0
				1)	rupo	1859	10216	9.0467525E-5
				2)	rupc	4857	1855	1.6426906E-5
				3)	rupa	7057	698	6.181121E-6
				4)	rupt	8003	463	4.100085E-6
			3)	rum	0	0	0.0
				1)	rume	2041	8961	7.935391E-5
				2)	rump	5529	1346	1.1919469E-5
				3)	ruma	6301	968	8.572099E-6
				4)	rumb	7121	676	5.986301E-6
			4)	rue	0	0	0.0
				1)	rueb	2325	7504	6.645148E-5
				2)	rueg	5449	1391	1.2317965E-5
				3)	ruel	7764	515	4.5605693E-6
				4)	rued	9451	266	2.3555563E-6
			5)	rut	0	0	0.0
				1)	ruta	3738	3250	2.8780292E-5
				2)	ruto	5479	1376	1.21851335E-5
				3)	ruti	8504	384	3.4005022E-6
				4)	rute	9698	244	2.160736E-6
			6)	rur	0	0	0.0
				1)	rura	3989	2869	2.5406356E-5
			7)	rui	0	0	0.0
				1)	ruir	4161	2624	2.3236766E-5
				2)	ruid	4915	1807	1.6001843E-5
				3)	ruin	8588	372	3.2942366E-6
			8)	rud	0	0	0.0
				1)	rude	5197	1583	1.40182165E-5
			9)	rus	0	0	0.0
				1)	ruso	5344	1461	1.2937849E-5
				2)	rusa	6252	988	8.749209E-6
				3)	rust	6944	730	6.4644964E-6
				4)	rus_	8150	437	3.869842E-6
				5)	rusi	9258	286	2.5326658E-6
			10)	ruy	0	0	0.0
				1)	ruye	6241	996	8.820053E-6
				2)	ruya	9875	226	2.0013372E-6
			11)	ruz	0	0	0.0
				1)	ruza	6801	771	6.827571E-6
		18)	ró	0	0	0.0
			1)	róx	0	0	0.0
				1)	róxi	1772	10670	9.4487914E-5
			2)	rón	0	0	0.0
				1)	róni	4343	2386	2.1129163E-5
				2)	róne	7050	701	6.207688E-6
				3)	rón_	8831	339	3.002006E-6
			3)	ról	0	0	0.0
				1)	róle	4885	1836	1.6258651E-5
			4)	rós	0	0	0.0
				1)	rósp	7966	470	4.162073E-6
			5)	rór	0	0	0.0
				1)	rórr	8439	391	3.4624907E-6
			6)	róf	0	0	0.0
				1)	rófi	8551	377	3.338514E-6
			7)	róg	0	0	0.0
				1)	róge	9697	244	2.160736E-6
		19)	ré	0	0	0.0
			1)	rés	0	0	0.0
				1)	rés_	2246	7793	6.901071E-5
				2)	rést	7125	675	5.977445E-6
			2)	rég	0	0	0.0
				1)	régi	3068	4752	4.2081214E-5
			3)	réd	0	0	0.0
				1)	rédi	4004	2852	2.5255813E-5
			4)	rén	0	0	0.0
				1)	rénd	6374	929	8.226736E-6
		20)	rz	0	0	0.0
			1)	rzo	0	0	0.0
				1)	rzos	2266	7700	6.818715E-5
				2)	rzo_	2367	7319	6.481322E-5
			2)	rza	0	0	0.0
				1)	rzar	2988	5020	4.4454482E-5
				2)	rza_	3408	3957	3.5041114E-5
				3)	rzas	3724	3271	2.8966257E-5
				4)	rzad	4826	1885	1.669257E-5
				5)	rzan	6870	751	6.6504613E-6
				6)	rzam	8858	336	2.9754394E-6
		21)	rp	0	0	0.0
			1)	rpr	0	0	0.0
				1)	rpre	2810	5544	4.909475E-5
			2)	rpo	0	0	0.0
				1)	rpor	3530	3687	3.2650136E-5
				2)	rpo_	6681	809	7.164079E-6
				3)	rpos	9587	255	2.258146E-6
			3)	rpe	0	0	0.0
				1)	rpet	7112	679	6.0128673E-6
		22)	rf	0	0	0.0
			1)	rfe	0	0	0.0
				1)	rfec	3838	3080	2.7274862E-5
				2)	rfer	7233	642	5.6852145E-6
			2)	rfi	0	0	0.0
				1)	rfic	6775	779	6.8984145E-6
				2)	rfil	7300	623	5.5169608E-6
			3)	rfl	0	0	0.0
				1)	rflu	9302	281	2.4883884E-6
		23)	rj	0	0	0.0
			1)	rju	0	0	0.0
				1)	rjud	4311	2427	2.1492237E-5
				2)	rjui	7143	670	5.933168E-6
			2)	rje	0	0	0.0
				1)	rjet	7670	534	4.7288236E-6
			3)	rja	0	0	0.0
				1)	rjan	9898	224	1.9836264E-6
		24)	rb	0	0	0.0
			1)	rbu	0	0	0.0
				1)	rbur	5650	1273	1.12730195E-5
			2)	rba	0	0	0.0
				1)	rban	5700	1254	1.1104765E-5
				2)	rbar	7773	513	4.5428583E-6
			3)	rbi	0	0	0.0
				1)	rbit	6294	970	8.58981E-6
				2)	rbio	6790	774	6.854137E-6
				3)	rbia	8966	321	2.8426073E-6
			4)	rbo	0	0	0.0
				1)	rbon	6940	731	6.4733517E-6
				2)	rbol	9072	307	2.7186306E-6
			5)	rbó	0	0	0.0
				1)	rbón	8039	456	4.0380964E-6
			6)	rbe	0	0	0.0
				1)	rber	10156	205	1.8153723E-6
		25)	rq	0	0	0.0
			1)	rqu	0	0	0.0
				1)	rque	6273	981	8.6872205E-6
				2)	rquí	7239	640	5.667504E-6
				3)	rqui	7872	489	4.330327E-6
				4)	rqué	9461	265	2.3467007E-6
		26)	rú	0	0	0.0
			1)	rúb	0	0	0.0
				1)	rúbr	7120	676	5.986301E-6
	15)	p	0	0	0.0
		1)	pr	0	0	0.0
			1)	pre	0	0	0.0
				1)	pres	45	130837	0.0011586237
				2)	prec	717	25246	2.2356531E-4
				3)	preg	959	19882	1.7606455E-4
				4)	prev	1064	18050	1.5984132E-4
				5)	pren	1148	16872	1.4940956E-4
				6)	preo	1413	13649	1.20868375E-4
				7)	pre_	1796	10585	9.37352E-5
				8)	pret	1868	10122	8.963511E-5
				9)	prep	2344	7436	6.584931E-5
				10)	pref	3666	3361	2.976325E-5
				11)	prem	4983	1745	1.5452802E-5
				12)	pred	5342	1462	1.29467035E-5
				13)	prej	7727	522	4.6225578E-6
				14)	prel	8111	443	3.9229753E-6
				15)	prer	8434	392	3.471346E-6
				16)	prea	8552	377	3.338514E-6
			2)	pro	0	0	0.0
				1)	prop	85	91086	8.0660975E-4
				2)	prob	216	54354	4.8133047E-4
				3)	proc	314	42443	3.7585292E-4
				4)	prod	435	34386	3.0450436E-4
				5)	prom	522	30802	2.7276634E-4
				6)	prog	622	27493	2.4346357E-4
				7)	prot	692	25825	2.2869263E-4
				8)	proy	1286	15137	1.3404532E-4
				9)	prov	1506	12693	1.1240254E-4
				10)	prof	1854	10241	9.068892E-5
				11)	proh	2722	5863	5.1919647E-5
				12)	pron	2867	5381	4.765131E-5
				13)	pros	3497	3759	3.3287728E-5
				14)	prox	4509	2196	1.9446623E-5
				15)	prol	4724	1978	1.751613E-5
				16)	pro_	8124	441	3.9052643E-6
				17)	pror	8559	376	3.3296585E-6
			3)	pri	0	0	0.0
				1)	prim	442	34091	3.01892E-4
				2)	prin	542	30365	2.688965E-4
				3)	prio	1669	11395	1.0090813E-4
				4)	priv	2491	6695	5.9287402E-5
				5)	pris	4963	1770	1.567419E-5
			4)	prá	0	0	0.0
				1)	prác	1396	13797	1.2217899E-4
			5)	pró	0	0	0.0
				1)	próx	1774	10667	9.446135E-5
				2)	prós	7894	485	4.294905E-6
				3)	prór	8441	391	3.4624907E-6
			6)	pru	0	0	0.0
				1)	prue	2324	7506	6.646919E-5
				2)	prud	5327	1473	1.3044114E-5
			7)	pra	0	0	0.0
				1)	pran	5625	1289	1.1414707E-5
				2)	prac	5792	1199	1.0617714E-5
				3)	prar	7195	653	5.782625E-6
				4)	prag	7809	507	4.4897256E-6
				5)	pra_	7816	506	4.4808703E-6
				6)	prad	9642	249	2.2050133E-6
			8)	pré	0	0	0.0
				1)	prés	7116	677	5.9951562E-6
		2)	pu	0	0	0.0
			1)	pue	0	0	0.0
				1)	pues	52	120719	0.0010690241
				2)	pued	1297	15055	1.3331918E-4
				3)	pueb	2299	7575	6.708022E-5
				4)	puer	2958	5104	4.5198343E-5
				5)	puen	8016	460	4.0735185E-6
			2)	pun	0	0	0.0
				1)	punt	638	27017	2.3924836E-4
				2)	puni	7867	491	4.348038E-6
			3)	put	0	0	0.0
				1)	puta	1251	15622	1.3834023E-4
			4)	pué	0	0	0.0
				1)	pués	1740	10907	9.6586664E-5
			5)	pul	0	0	0.0
				1)	puls	3015	4920	4.3568936E-5
				2)	pula	3961	2905	2.5725154E-5
				3)	pulo	8645	362	3.2056819E-6
				4)	puli	9643	248	2.1961578E-6
			6)	pub	0	0	0.0
				1)	publ	3330	4130	3.657311E-5
			7)	pud	0	0	0.0
				1)	pudi	3980	2876	2.5468345E-5
				2)	pudo	8237	422	3.7370103E-6
				3)	pude	9641	249	2.2050133E-6
			8)	pus	0	0	0.0
				1)	puso	5273	1517	1.3433755E-5
				2)	pusi	5682	1261	1.1166753E-5
				3)	puse	9532	259	2.2935678E-6
			9)	pur	0	0	0.0
				1)	pura	6394	920	8.147037E-6
				2)	puro	9728	242	2.1430249E-6
			10)	pug	0	0	0.0
				1)	pugn	7011	710	6.287387E-6
			11)	puj	0	0	0.0
				1)	puja	9321	279	2.4706774E-6
		3)	po	0	0	0.0
			1)	por	0	0	0.0
				1)	port	66	104012	9.2107564E-4
				2)	porc	2084	8681	7.687438E-5
				3)	pora	2886	5333	4.7226247E-5
				4)	pore	8649	361	3.1968264E-6
				5)	porn	8810	341	3.0197168E-6
				6)	porq	9298	282	2.497244E-6
				7)	porm	9495	262	2.3201344E-6
				8)	porá	9607	253	2.2404352E-6
			2)	pol	0	0	0.0
				1)	polí	131	75245	6.6633016E-4
				2)	poli	3002	4981	4.4109118E-5
				3)	pola	5154	1621	1.4354724E-5
				4)	polé	7945	474	4.197495E-6
				5)	polo	9533	259	2.2935678E-6
				6)	poll	9534	259	2.2935678E-6
			3)	pos	0	0	0.0
				1)	posi	152	68432	6.0599786E-4
				2)	pos_	1613	11778	1.0429978E-4
				3)	post	2307	7565	6.699166E-5
				4)	pose	5470	1380	1.2220555E-5
				5)	posp	8302	411	3.6396E-6
				6)	posa	10120	207	1.8330833E-6
			4)	pon	0	0	0.0
				1)	pone	206	56028	4.9615453E-4
				2)	pons	1011	18893	1.6730648E-4
				3)	pond	1237	15744	1.3942059E-4
				4)	pong	2478	6756	5.9827587E-5
				5)	poni	3017	4911	4.3489235E-5
				6)	poní	6796	772	6.8364266E-6
			5)	pod	0	0	0.0
				1)	podr	821	22704	2.0105469E-4
				2)	poda	3467	3825	3.387219E-5
				3)	podi	3807	3129	2.770878E-5
