English	4	128173779	11379
			5)	lis	0	0	0.0
				1)	lish	991	33980	1.7328776E-4
				2)	list	1210	27942	1.4249577E-4
				3)	lisa	1983	16314	8.319648E-5
				4)	lise	1984	16307	8.316078E-5
				5)	lism	3455	6511	3.3204138E-5
				6)	lisi	4663	3273	1.6691314E-5
			6)	lio	0	0	0.0
				1)	lion	1218	27838	1.4196541E-4
				2)	lio_	9496	396	2.0194807E-6
			7)	lig	0	0	0.0
				1)	ligh	1375	24407	1.2446834E-4
				2)	liga	3013	8467	4.317915E-5
				3)	ligi	3208	7507	3.8283437E-5
				4)	lige	3699	5688	2.9007086E-5
				5)	lign	7349	948	4.834514E-6
			8)	liv	0	0	0.0
				1)	live	1560	21506	1.0967412E-4
				2)	livi	3414	6695	3.4142482E-5
			9)	lim	0	0	0.0
				1)	limi	1566	21488	1.09582325E-4
				2)	lima	2381	12694	6.473557E-5
				3)	lime	7355	947	4.8294146E-6
				4)	limb	10825	241	1.2290274E-6
			10)	lia	0	0	0.0
				1)	liam	1648	20351	1.0378397E-4
				2)	lian	3044	8271	4.2179607E-5
				3)	liat	3941	5018	2.5590287E-5
				4)	liab	3957	4983	2.5411799E-5
				5)	liar	5347	2279	1.1622213E-5
				6)	lia_	8073	698	3.5595897E-6
				7)	liai	9734	359	1.8307918E-6
			11)	lif	0	0	0.0
				1)	life	2005	16062	8.1911356E-5
				2)	lifi	3056	8215	4.1894025E-5
				3)	lify	4874	2921	1.4896219E-5
				4)	lift	5654	1993	1.0163699E-5
			12)	lid	0	0	0.0
				1)	lida	2087	15073	7.686776E-5
				2)	lid_	4915	2838	1.4472945E-5
				3)	lidi	7924	748	3.8145745E-6
				4)	lide	11081	221	1.1270333E-6
			13)	lib	0	0	0.0
				1)	libe	2214	14145	7.213523E-5
				2)	libr	7373	941	4.7988165E-6
			14)	lik	0	0	0.0
				1)	like	3007	8476	4.3225045E-5
			15)	liz	0	0	0.0
				1)	lize	5228	2419	1.2336171E-5
				2)	liza	5341	2282	1.1637512E-5
				3)	lizi	9555	388	1.978683E-6
			16)	liq	0	0	0.0
				1)	liqu	7346	949	4.839614E-6
			17)	lih	0	0	0.0
				1)	liho	7380	938	4.7835174E-6
			18)	lip	0	0	0.0
				1)	lip_	9462	402	2.0500788E-6
				2)	lips	10430	278	1.4177162E-6
				3)	lipp	10465	273	1.3922177E-6
		4)	le	0	0	0.0
			1)	lem	0	0	0.0
				1)	leme	228	82582	4.211433E-4
				2)	lem_	1185	28666	1.4618796E-4
				3)	lems	1220	27822	1.4188381E-4
				4)	lema	6206	1547	7.8892335E-6
				5)	lemm	9304	424	2.1622723E-6
				6)	lemn	9672	368	1.8766891E-6
				7)	lemi	11286	206	1.0505379E-6
			2)	lea	0	0	0.0
				1)	lear	272	75461	3.8482834E-4
				2)	leas	914	36633	1.8681725E-4
				3)	lead	1297	26010	1.3264315E-4
				4)	leag	2084	15098	7.6995246E-5
				5)	leav	3023	8423	4.295476E-5
				6)	lean	4731	3145	1.6038552E-5
				7)	leak	8518	580	2.9578252E-6
				8)	leap	8998	479	2.4427557E-6
				9)	lea_	9463	402	2.0500788E-6
				10)	leaf	11141	218	1.1117343E-6
			3)	les	0	0	0.0
				1)	les_	382	62504	3.1875155E-4
				2)	less	1225	27725	1.4138914E-4
				3)	lest	6524	1343	6.8488953E-6
				4)	lesh	10416	279	1.4228159E-6
				5)	lesa	10564	263	1.3412207E-6
				6)	lesc	11269	208	1.0607373E-6
			4)	led	0	0	0.0
				1)	led_	385	62213	3.1726755E-4
				2)	ledg	2370	12805	6.530164E-5
			5)	lec	0	0	0.0
				1)	lect	594	49055	2.501657E-4
				2)	leco	5535	2096	1.0688968E-5
			6)	leg	0	0	0.0
				1)	lega	658	45389	2.3147021E-4
				2)	legi	780	41251	2.1036767E-4
				3)	lege	4553	3493	1.7813247E-5
			7)	lev	0	0	0.0
				1)	leve	776	41319	2.1071444E-4
				2)	leva	3151	7732	3.943087E-5
				3)	levi	4523	3565	1.8180426E-5
				4)	levy	8941	489	2.4937526E-6
			8)	let	0	0	0.0
				1)	let_	1450	23251	1.18573094E-4
				2)	lete	1925	17042	8.6909065E-5
				3)	lett	4335	4033	2.0567084E-5
				4)	leti	5222	2427	1.2376969E-5
				5)	lets	8333	625	3.1873117E-6
				6)	leth	10232	299	1.5248098E-6
			9)	len	0	0	0.0
				1)	leng	1980	16351	8.3385174E-5
				2)	lent	2000	16103	8.2120445E-5
				3)	lenc	2464	12002	6.1206585E-5
				4)	lena	4451	3753	1.9139168E-5
				5)	lend	5125	2551	1.3009331E-5
				6)	len_	6493	1366	6.9661883E-6
				7)	lenn	8473	591	3.0139217E-6
				8)	lene	9929	333	1.6981996E-6
				9)	leni	10615	258	1.3157222E-6
			10)	lex	0	0	0.0
				1)	lexi	2762	9796	4.995665E-5
				2)	lex_	4283	4176	2.129634E-5
			11)	lef	0	0	0.0
				1)	left	3343	6950	3.5442907E-5
			12)	ler	0	0	0.0
				1)	lera	3663	5812	2.9639448E-5
				2)	ler_	4600	3375	1.7211483E-5
				3)	lers	5565	2069	1.0551276E-5
				4)	lert	8007	723	3.687082E-6
				5)	lery	8448	597	3.04452E-6
				6)	lerg	8942	489	2.4937526E-6
			13)	lee	0	0	0.0
				1)	leet	5085	2610	1.3310213E-5
				2)	leep	9716	361	1.8409912E-6
				3)	leei	10431	278	1.4177162E-6
				4)	lee_	10639	256	1.3055228E-6
			14)	lel	0	0	0.0
				1)	lely	5622	2016	1.0280993E-5
				2)	lel_	6359	1441	7.348666E-6
			15)	leb	0	0	0.0
				1)	lebr	6119	1613	8.225814E-6
			16)	lep	0	0	0.0
				1)	leph	6588	1311	6.6857046E-6
			17)	leh	0	0	0.0
				1)	lehe	6628	1290	6.578611E-6
			18)	le’	0	0	0.0
				1)	le’s	8194	660	3.3658011E-6
			19)	lei	0	0	0.0
				1)	leis	10303	291	1.4840123E-6
			20)	ley	0	0	0.0
				1)	ley_	11302	205	1.0454382E-6
		5)	lu	0	0	0.0
			1)	lut	0	0	0.0
				1)	luti	486	56221	2.8671016E-4
				2)	lute	2460	12080	6.160436E-5
				3)	luta	8323	629	3.2077103E-6
				4)	luto	11079	221	1.1270333E-6
			2)	lud	0	0	0.0
				1)	lude	994	33948	1.7312457E-4
				2)	ludi	1655	20235	1.031924E-4
			3)	lus	0	0	0.0
				1)	lusi	1399	23928	1.2202559E-4
				2)	lust	5322	2300	1.1729307E-5
				3)	lus_	5613	2023	1.031669E-5
				4)	luse	9054	468	2.386659E-6
			4)	lue	0	0	0.0
				1)	lues	2867	9167	4.6748937E-5
				2)	lue_	2976	8613	4.3923705E-5
				3)	luen	3501	6337	3.231679E-5
				4)	lued	8748	529	2.6977405E-6
				5)	luef	10415	279	1.4228159E-6
			5)	lua	0	0	0.0
				1)	luat	3403	6730	3.4320972E-5
				2)	luab	5109	2577	1.3141923E-5
			6)	lum	0	0	0.0
				1)	lum_	3564	6136	3.129175E-5
				2)	lume	6363	1439	7.3384663E-6
				3)	lums	9884	339	1.7287978E-6
				4)	lump	9979	326	1.6625017E-6
			7)	lur	0	0	0.0
				1)	lure	3925	5082	2.5916668E-5
				2)	lura	6443	1398	7.1293784E-6
			8)	lun	0	0	0.0
				1)	lunt	4184	4394	2.2408076E-5
				2)	lung	8875	503	2.5651484E-6
				3)	lund	9565	386	1.9684837E-6
				4)	lunc	10185	304	1.5503084E-6
			9)	luc	0	0	0.0
				1)	luct	6576	1317	6.716303E-6
				2)	luck	7372	942	4.803916E-6
				3)	luci	11254	209	1.065837E-6
			10)	lub	0	0	0.0
				1)	lubs	9131	454	2.3152631E-6
				2)	lub_	9547	389	1.9837828E-6
			11)	lux	0	0	0.0
				1)	lux_	9263	432	2.2030697E-6
				2)	luxu	10069	317	1.6166044E-6
			12)	luo	0	0	0.0
				1)	luou	9345	418	2.131674E-6
				2)	luor	10621	257	1.3106226E-6
			13)	lug	0	0	0.0
				1)	lugg	10413	280	1.4279155E-6
		6)	lo	0	0	0.0
			1)	lop	0	0	0.0
				1)	lopm	622	47586	2.4267426E-4
				2)	lopi	2394	12543	6.396552E-5
				3)	lop_	3057	8201	4.1822626E-5
				4)	lope	3286	7183	3.6631136E-5
				5)	lops	9597	380	1.9378854E-6
			2)	lon	0	0	0.0
				1)	long	728	42941	2.1898616E-4
				2)	lone	3714	5662	2.8874492E-5
				3)	loni	5531	2098	1.0699167E-5
			3)	low	0	0	0.0
				1)	low_	900	37270	1.9006577E-4
				2)	lowi	1798	18450	9.408944E-5
				3)	lowe	2070	15263	7.7836696E-5
				4)	lows	3391	6779	3.4570858E-5
				5)	lowu	6410	1417	7.226273E-6
				6)	lowa	6436	1402	7.1497775E-6
				7)	lowl	7704	816	4.161354E-6
				8)	lowc	8571	567	2.891529E-6
				9)	lown	9779	353	1.8001936E-6
				10)	lowd	10524	267	1.3616195E-6
			4)	los	0	0	0.0
				1)	lose	1106	30670	1.5640775E-4
				2)	loss	4056	4727	2.4106275E-5
				3)	lost	4351	3987	2.0332498E-5
				4)	losi	4486	3652	1.86241E-5
				5)	losu	5731	1933	9.8577175E-6
				6)	loso	6606	1301	6.634708E-6
			5)	loy	0	0	0.0
				1)	loym	1296	26045	1.3282165E-4
				2)	loye	2654	10558	5.3842617E-5
				3)	loy_	7354	947	4.8294146E-6
				4)	loya	7625	843	4.299046E-6
				5)	loyi	9204	442	2.2540667E-6
				6)	loys	10795	244	1.2443264E-6
			6)	loo	0	0	0.0
				1)	look	1355	24712	1.2602375E-4
				2)	lood	4246	4262	2.1734915E-5
				3)	loor	4555	3485	1.7772449E-5
				4)	loop	8127	681	3.4728946E-6
				5)	loom	9745	357	1.8205924E-6
				6)	loos	10205	302	1.540109E-6
			7)	loc	0	0	0.0
				1)	loca	1581	21228	1.082564E-4
				2)	lock	3772	5480	2.7946347E-5
				3)	loc_	9811	348	1.7746951E-6
				4)	locu	10463	273	1.3922177E-6
			8)	lob	0	0	0.0
				1)	loba	1760	18945	9.661379E-5
				2)	lobb	5615	2022	1.0311591E-5
				3)	lobe	10132	310	1.5809065E-6
			9)	log	0	0	0.0
				1)	logi	1814	18258	9.31103E-5
				2)	logu	2146	14643	7.4674885E-5
				3)	logy	2698	10264	5.2343305E-5
				4)	loga	8898	498	2.5396498E-6
				5)	logg	10088	315	1.606405E-6
				6)	logo	11115	220	1.1219337E-6
			10)	loi	0	0	0.0
				1)	loit	3843	5282	2.6936608E-5
			11)	lot	0	0	0.0
				1)	lot_	4124	4552	2.3213828E-5
				2)	loth	7531	875	4.462236E-6
				3)	lots	8069	699	3.5646892E-6
				4)	lott	9089	461	2.350961E-6
			12)	lom	0	0	0.0
				1)	loma	4499	3614	1.843031E-5
				2)	lome	7336	953	4.8600127E-6
			13)	lou	0	0	0.0
				1)	lous	4968	2772	1.4136364E-5
				2)	loud	6627	1290	6.578611E-6
				3)	lour	6796	1205	6.145137E-6
				4)	lout	7572	862	4.3959403E-6
			14)	loa	0	0	0.0
				1)	loan	5678	1974	1.0066805E-5
				2)	load	6415	1415	7.2160733E-6
				3)	loat	10154	307	1.5656075E-6
			15)	lor	0	0	0.0
				1)	lore	5747	1918	9.781222E-6
				2)	lorr	7649	833	4.2480488E-6
				3)	lora	7794	788	4.0185623E-6
				4)	lori	8245	648	3.3046047E-6
				5)	lor_	10580	261	1.3310213E-6
				6)	lord	10718	250	1.2749247E-6
			16)	lov	0	0	0.0
				1)	love	6567	1319	6.7265023E-6
			17)	lod	0	0	0.0
				1)	lodg	9298	426	2.1724716E-6
				2)	lode	11340	202	1.0301391E-6
			18)	loq	0	0	0.0
				1)	loqu	10204	302	1.540109E-6
		7)	lt	0	0	0.0
			1)	ltu	0	0	0.0
				1)	ltur	863	38329	1.9546635E-4
			2)	lth	0	0	0.0
				1)	lth_	1381	24239	1.236116E-4
				2)	lthy	5093	2601	1.3264316E-5
				3)	lthc	5687	1970	1.0046406E-5
				4)	lthi	9442	405	2.0653779E-6
			3)	lts	0	0	0.0
				1)	lts_	2335	13127	6.694374E-5
			4)	lte	0	0	0.0
				1)	lter	2959	8726	4.4499968E-5
				2)	lted	4551	3499	1.7843846E-5
			5)	lti	0	0	0.0
				1)	ltie	3030	8368	4.2674277E-5
				2)	ltin	3856	5247	2.6758118E-5
				3)	ltim	3986	4919	2.5085417E-5
				4)	ltil	4651	3293	1.6793307E-5
				5)	ltia	6480	1378	7.0273845E-6
				6)	ltip	6516	1348	6.8743934E-6
				7)	ltiv	7049	1076	5.4872758E-6
				8)	ltif	8722	535	2.7283388E-6
				9)	ltic	9783	352	1.7950939E-6
				10)	ltid	10674	253	1.2902237E-6
				11)	ltit	11080	221	1.1270333E-6
			6)	lty	0	0	0.0
				1)	lty_	3380	6816	3.4759545E-5
			7)	lta	0	0	0.0
				1)	ltat	3694	5707	2.910398E-5
				2)	ltan	6642	1285	6.5531126E-6
			8)	ltr	0	0	0.0
				1)	ltra	7508	886	4.518333E-6
				2)	ltry	8347	621	3.1669128E-6
				3)	ltre	11339	202	1.0301391E-6
			9)	lto	0	0	0.0
				1)	ltog	8184	664	3.3861998E-6
		8)	lr	0	0	0.0
			1)	lre	0	0	0.0
				1)	lrea	927	36058	1.8388493E-4
		9)	lc	0	0	0.0
			1)	lco	0	0	0.0
				1)	lcom	1342	24887	1.269162E-4
				2)	lcoh	5671	1981	1.01025025E-5
				3)	lcon	10816	242	1.234127E-6
			2)	lcu	0	0	0.0
				1)	lcul	5513	2109	1.0755264E-5
			3)	lca	0	0	0.0
				1)	lcal	9078	463	2.3611603E-6
				2)	lcan	10675	253	1.2902237E-6
		10)	lv	0	0	0.0
			1)	lve	0	0	0.0
				1)	lves	1397	23964	1.2220918E-4
				2)	lved	1692	19841	1.0118312E-4
				3)	lve_	2570	11191	5.7070727E-5
				4)	lvem	4416	3851	1.963894E-5
				5)	lven	8645	553	2.8201332E-6
			2)	lvi	0	0	0.0
				1)	lvin	3449	6549	3.3397926E-5
		11)	lw	0	0	0.0
			1)	lwa	0	0	0.0
				1)	lway	1740	19091	9.7358345E-5
		12)	ld	0	0	0.0
			1)	ldr	0	0	0.0
				1)	ldre	2153	14574	7.4323005E-5
			2)	ldi	0	0	0.0
				1)	ldin	2480	11837	6.036513E-5
				2)	ldie	6726	1239	6.3185266E-6
			3)	lde	0	0	0.0
				1)	lder	3244	7346	3.7462385E-5
				2)	lded	9443	405	2.0653779E-6
				3)	ldes	9736	358	1.825692E-6
				4)	lden	10076	316	1.6115048E-6
			4)	lds	0	0	0.0
				1)	lds_	3348	6938	3.538171E-5
			5)	ldw	0	0	0.0
				1)	ldwi	5344	2281	1.1632413E-5
			6)	ldc	0	0	0.0
				1)	ldca	8947	487	2.483553E-6
			7)	ld’	0	0	0.0
				1)	ld’s	9388	412	2.1010758E-6
			8)	ldl	0	0	0.0
				1)	ldly	10155	307	1.5656075E-6
			9)	ldh	0	0	0.0
				1)	ldho	10663	254	1.2953234E-6
		13)	lk	0	0	0.0
			1)	lki	0	0	0.0
				1)	lkin	3167	7674	3.9135088E-5
			2)	lks	0	0	0.0
				1)	lks_	4403	3887	1.9822528E-5
			3)	lke	0	0	0.0
				1)	lked	6165	1573	8.021826E-6
			4)	lkn	0	0	0.0
				1)	lkno	8045	711	3.6258857E-6
		14)	lm	0	0	0.0
			1)	lmo	0	0	0.0
				1)	lmos	3325	7023	3.5815185E-5
				2)	lmon	8460	594	3.029221E-6
			2)	lmi	0	0	0.0
				1)	lmin	6125	1605	8.185016E-6
			3)	lme	0	0	0.0
				1)	lmen	7941	743	3.7890761E-6
			4)	lms	0	0	0.0
				1)	lms_	8806	517	2.6365442E-6
			5)	lml	0	0	0.0
				1)	lmly	11165	216	1.1015348E-6
		15)	ly	0	0	0.0
			1)	lyi	0	0	0.0
				1)	lyin	3341	6959	3.5488803E-5
			2)	lys	0	0	0.0
				1)	lysi	3719	5644	2.8782699E-5
				2)	lyse	5103	2587	1.319292E-5
				3)	lyst	9187	445	2.269366E-6
			3)	lyf	0	0	0.0
				1)	lyfr	9540	390	1.9888823E-6
				2)	lyfl	11208	212	1.0811361E-6
			4)	lyt	0	0	0.0
				1)	lyti	10068	317	1.6166044E-6
		16)	ls	0	0	0.0
			1)	lse	0	0	0.0
				1)	lse_	3715	5661	2.8869394E-5
				2)	lsew	5389	2232	1.1382527E-5
			2)	lst	0	0	0.0
				1)	lst_	4241	4283	2.1842008E-5
				2)	lste	10302	291	1.4840123E-6
			3)	lso	0	0	0.0
				1)	lsor	5240	2403	1.2254575E-5
				2)	lso_	10047	320	1.6319035E-6
			4)	lsc	0	0	0.0
				1)	lsca	7948	740	3.7737768E-6
			5)	lsi	0	0	0.0
				1)	lsio	8235	650	3.314804E-6
				2)	lsif	9297	426	2.1724716E-6
		17)	lf	0	0	0.0
			1)	lfi	0	0	0.0
				1)	lfil	3796	5389	2.7482276E-5
				2)	lfis	9661	370	1.8868884E-6
				3)	lfin	10021	322	1.6421029E-6
			2)	lfa	0	0	0.0
				1)	lfar	4715	3164	1.6135446E-5
			3)	lfe	0	0	0.0
				1)	lfem	6969	1118	5.701463E-6
				2)	lfev	9331	420	2.1418734E-6
			4)	lfd	0	0	0.0
				1)	lfde	7478	898	4.579529E-6
			5)	lfr	0	0	0.0
				1)	lfre	7975	730	3.7227799E-6
			6)	lfs	0	0	0.0
				1)	lfsu	9233	437	2.2285683E-6
			7)	lfw	0	0	0.0
				1)	lfwa	10255	296	1.5095108E-6
			8)	lfu	0	0	0.0
				1)	lfun	10450	275	1.4024171E-6
				2)	lful	10483	271	1.3820184E-6
			9)	lfc	0	0	0.0
				1)	lfco	10575	262	1.336121E-6
			10)	lfo	0	0	0.0
				1)	lfou	10891	236	1.2035289E-6
		18)	lp	0	0	0.0
			1)	lpi	0	0	0.0
				1)	lpin	4730	3145	1.6038552E-5
			2)	lpe	0	0	0.0
				1)	lped	5506	2117	1.0796062E-5
			3)	lpf	0	0	0.0
				1)	lpfu	6326	1464	7.465959E-6
			4)	lps	0	0	0.0
				1)	lps_	6817	1193	6.08394E-6
			5)	lph	0	0	0.0
				1)	lphu	9138	453	2.3101634E-6
			6)	lpl	0	0	0.0
				1)	lple	11255	209	1.065837E-6
		19)	ln	0	0	0.0
			1)	lne	0	0	0.0
				1)	lner	4781	3071	1.5661175E-5
				2)	lnes	6153	1581	8.062623E-6
			2)	lnu	0	0	0.0
				1)	lnut	11313	204	1.0403385E-6
		20)	lb	0	0	0.0
			1)	lbe	0	0	0.0
				1)	lbei	5377	2244	1.1443723E-5
			2)	lba	0	0	0.0
				1)	lbal	9964	328	1.6727012E-6
		21)	lg	0	0	0.0
			1)	lga	0	0	0.0
				1)	lgar	11373	200	1.0199398E-6
	17)	r	0	0	0.0
		1)	ra	0	0	0.0
			1)	rat	0	0	0.0
				1)	rati	63	163262	8.3258696E-4
				2)	rate	193	94021	4.7947877E-4
				3)	ratu	2100	14993	7.645978E-5
				4)	rato	2964	8699	4.4362278E-5
				5)	rats	7397	932	4.7529193E-6
				6)	rat_	10325	289	1.4738129E-6
				7)	ratc	10627	257	1.3106226E-6
			2)	ral	0	0	0.0
				1)	ral_	171	99570	5.07777E-4
				2)	rall	1809	18289	9.326838E-5
				3)	rali	2187	14316	7.3007286E-5
				4)	rals	7640	836	4.263348E-6
				5)	raly	8813	516	2.6314444E-6
				6)	rald	11067	222	1.1321331E-6
			3)	ran	0	0	0.0
				1)	rans	376	62695	3.197256E-4
				2)	rant	906	37117	1.892855E-4
				3)	rang	2532	11467	5.8478243E-5
				4)	ranc	2663	10513	5.361313E-5
				5)	rank	5131	2543	1.2968533E-5
				6)	rand	5174	2486	1.26778505E-5
				7)	rana	7446	909	4.635626E-6
				8)	ran_	8152	674	3.4371967E-6
				9)	rani	8480	589	3.0037224E-6
				10)	rann	10454	275	1.4024171E-6
			4)	rac	0	0	0.0
				1)	ract	834	39240	2.0011218E-4
				2)	racy	1667	20091	1.0245804E-4
				3)	raci	4113	4572	2.3315823E-5
				4)	race	4219	4323	2.2045997E-5
				5)	rack	5082	2611	1.3315313E-5
				6)	raco	9157	450	2.2948643E-6
				7)	racl	9776	353	1.8001936E-6
			5)	ram	0	0	0.0
				1)	ramm	864	38300	1.9531845E-4
				2)	rame	1404	23808	1.2141362E-4
				3)	rama	5323	2299	1.1724207E-5
				4)	rami	8080	694	3.5391909E-6
				5)	ramo	8340	622	3.1720124E-6
				6)	ramp	8788	520	2.6518433E-6
				7)	rams	9170	448	2.284665E-6
				8)	ram_	10814	242	1.234127E-6
			6)	rap	0	0	0.0
				1)	rapp	941	35637	1.8173795E-4
				2)	raph	2328	13183	6.7229324E-5
				3)	rapi	3731	5614	2.8629707E-5
				4)	rape	6249	1514	7.720943E-6
				5)	rap_	8170	667	3.401499E-6
				6)	raps	9831	346	1.7644957E-6
				7)	rapy	10988	229	1.167831E-6
			7)	rab	0	0	0.0
				1)	rabl	1255	27121	1.3830893E-4
				2)	rabi	6038	1673	8.531796E-6
			8)	rad	0	0	0.0
				1)	rade	1326	25291	1.2897648E-4
				2)	radi	1596	21100	1.0760364E-4
				3)	radu	4685	3212	1.6380232E-5
				4)	rado	7650	832	4.242949E-6
				5)	rada	8635	554	2.825233E-6
			9)	rag	0	0	0.0
				1)	rage	1422	23649	1.20602774E-4
				2)	ragr	3315	7073	3.6070167E-5
				3)	ragi	3337	6979	3.5590798E-5
				4)	ragm	5398	2226	1.1351929E-5
				5)	ragg	9308	424	2.1622723E-6
				6)	rag_	11311	204	1.0403385E-6
			10)	raf	0	0	0.0
				1)	raft	1863	17772	9.0631846E-5
				2)	raff	3003	8493	4.331174E-5
			11)	rai	0	0	0.0
				1)	rais	1885	17523	8.9362016E-5
				2)	rain	1942	16917	8.62716E-5
				3)	rail	3416	6680	3.4065986E-5
				4)	raid	5673	1979	1.00923035E-5
				5)	raig	5866	1827	9.317149E-6
				6)	rait	10084	316	1.6115048E-6
			12)	raw	0	0	0.0
				1)	raw_	2557	11270	5.7473604E-5
				2)	rawn	3781	5444	2.7762759E-5
				3)	rawi	4762	3110	1.5860063E-5
				4)	rawa	6487	1371	6.991687E-6
				5)	raws	8182	664	3.3861998E-6
				6)	rawb	10150	308	1.5707071E-6
				7)	rawl	11026	226	1.1525319E-6
			13)	rar	0	0	0.0
				1)	rary	2847	9282	4.73354E-5
				2)	rare	6292	1480	7.5475537E-6
				3)	rari	7015	1094	5.57907E-6
				4)	rarc	8261	643	3.279106E-6
			14)	ras	0	0	0.0
				1)	rast	2954	8741	4.4576464E-5
				2)	rass	5129	2548	1.2994032E-5
				3)	rase	6922	1142	5.8238556E-6
				4)	rasp	8169	667	3.401499E-6
				5)	rash	9201	442	2.2540667E-6
				6)	ras_	10854	238	1.2137283E-6
			15)	rav	0	0	0.0
				1)	rave	3055	8224	4.1939922E-5
				2)	rava	7966	732	3.7329794E-6
				3)	ravi	9681	366	1.8664897E-6
			16)	rau	0	0	0.0
				1)	raud	3942	5017	2.5585188E-5
				2)	raum	10376	284	1.4483144E-6
			17)	rao	0	0	0.0
				1)	raor	5648	1998	1.0189197E-5
			18)	ray	0	0	0.0
				1)	ray_	8139	677	3.452496E-6
				2)	raye	9869	341	1.7389972E-6
				3)	rayi	11366	200	1.0199398E-6
			19)	rak	0	0	0.0
				1)	rake	9693	364	1.8562903E-6
			20)	rae	0	0	0.0
				1)	rael	9870	341	1.7389972E-6
		2)	re	0	0	0.0
			1)	rep	0	0	0.0
				1)	repo	113	123364	6.291192E-4
				2)	repr	1021	33132	1.6896322E-4
				3)	repa	1572	21371	1.0898566E-4
				4)	repl	2658	10539	5.3745724E-5
				5)	repe	2726	10112	5.1568153E-5
				6)	repu	6083	1641	8.368605E-6
			2)	rea	0	0	0.0
				1)	reat	120	117384	5.98623E-4
				2)	reas	157	104518	5.330103E-4
				3)	read	428	59801	3.0496708E-4
				4)	real	534	52868	2.6961087E-4
				5)	rea_	1094	30855	1.573512E-4
				6)	reac	1223	27727	1.4139935E-4
				7)	reak	3866	5222	2.6630625E-5
				8)	reau	4225	4312	2.19899E-5
				9)	ream	4260	4221	2.1525828E-5
				10)	reaf	6271	1495	7.6240494E-6
				11)	rear	7859	770	3.926768E-6
				12)	reap	8649	552	2.8150337E-6
			3)	res	0	0	0.0
				1)	ress	173	98268	5.0113717E-4
				2)	rese	187	95500	4.870212E-4
				3)	resp	201	91765	4.6797385E-4
				4)	res_	238	80645	4.1126518E-4
				5)	rest	298	71728	3.6579117E-4
				6)	reso	398	61601	3.1414654E-4
				7)	resu	816	39930	2.0363096E-4
				8)	resi	1514	22268	1.1356009E-4
				9)	resh	4411	3867	1.9720534E-5
				10)	resc	5370	2252	1.1484522E-5
				11)	resa	10375	284	1.4483144E-6
			4)	red	0	0	0.0
				1)	red_	204	90229	4.601407E-4
				2)	redu	1183	28726	1.4649394E-4
				3)	redi	2060	15406	7.856596E-5
				4)	reds	5425	2189	1.116324E-5
				5)	rede	5683	1972	1.0056606E-5
				6)	redo	7659	827	4.2174506E-6
				7)	redr	7861	769	3.9216684E-6
				8)	redn	10426	278	1.4177162E-6
				9)	reda	11277	207	1.0556377E-6
			5)	ren	0	0	0.0
				1)	rent	310	70541	3.5973784E-4
				2)	renc	773	41429	2.1127542E-4
				3)	reng	1947	16902	8.6195105E-5
				4)	ren_	2288	13528	6.8988724E-5
				5)	rene	2374	12756	6.5051754E-5
				6)	rend	2981	8593	4.382171E-5
				7)	rena	6834	1185	6.043143E-6
				8)	rens	7285	975	4.972206E-6
				9)	reno	7753	801	4.0848586E-6
			6)	rec	0	0	0.0
				1)	rect	339	67094	3.4215918E-4
				2)	reco	612	47895	2.4425006E-4
				3)	rece	774	41397	2.1111222E-4
				4)	reci	1818	18191	9.276862E-5
				5)	reca	3383	6807	3.471365E-5
				6)	recy	5768	1899	9.684328E-6
				7)	recr	6245	1516	7.731143E-6
				8)	reck	7952	739	3.7686773E-6
				9)	recu	8079	694	3.5391909E-6
				10)	recl	9373	414	2.1112753E-6
			7)	reg	0	0	0.0
				1)	regi	513	54962	2.8028962E-4
				2)	rega	531	53261	2.7161505E-4
				3)	regu	751	42054	2.1446272E-4
				4)	regr	2966	8669	4.4209286E-5
				5)	regn	7804	784	3.9981637E-6
				6)	rege	10405	281	1.4330153E-6
			8)	rel	0	0	0.0
				1)	rela	550	52024	2.653067E-4
				2)	rely	1762	18914	9.64557E-5
				3)	rele	2430	12297	6.271099E-5
				4)	reli	2449	12186	6.214493E-5
				5)	relo	6244	1522	7.7617415E-6
				6)	relu	7537	874	4.4571366E-6
				7)	rel_	9670	368	1.8766891E-6
				8)	rell	9821	347	1.7695954E-6
			9)	ree	0	0	0.0
				1)	reem	554	51602	2.6315465E-4
				2)	ree_	705	43504	2.2185729E-4
				3)	reed	1103	30704	1.5658114E-4
				4)	reen	3764	5504	2.806874E-5
				5)	rees	4634	3311	1.6885102E-5
				6)	reet	5576	2061	1.0510479E-5
				7)	reel	5619	2021	1.030649E-5
				8)	reer	6789	1208	6.160436E-6
				9)	reei	7345	949	4.839614E-6
				10)	reez	7758	798	4.0695595E-6
				11)	reex	8812	516	2.6314444E-6
				12)	reey	10492	271	1.3820184E-6
				13)	reef	10852	239	1.218828E-6
				14)	reec	11128	219	1.116834E-6
			10)	req	0	0	0.0
				1)	requ	596	48940	2.4957926E-4
			11)	rem	0	0	0.0
				1)	reme	850	38658	1.9714415E-4
				2)	rema	1321	25439	1.2973123E-4
				3)	remi	2432	12286	6.265489E-5
				4)	remo	2768	9721	4.957417E-5
				5)	remu	8511	581	2.9629248E-6
			12)	ref	0	0	0.0
				1)	refe	1053	32352	1.6498545E-4
				2)	refo	1451	23233	1.1848129E-4
				3)	refu	1811	18278	9.321229E-5
				4)	refl	2934	8823	4.4994642E-5
