Italian	4	205693006	11141
				3)	rsen	6944	1317	3.8454587E-6
				4)	rsec	7183	1201	3.5067544E-6
				5)	rsev	8741	571	1.6672412E-6
				6)	rsel	10310	284	8.2924083E-7
			4)	rsa	0	0	0.0
				1)	rsa_	2470	16156	4.7173293E-5
				2)	rsal	4810	3993	1.165901E-5
				3)	rsar	5588	2601	7.5945613E-6
				4)	rsan	5679	2457	7.1741015E-6
				5)	rsam	5764	2345	6.8470767E-6
				6)	rsat	6625	1539	4.493668E-6
				7)	rsag	9542	392	1.144586E-6
				8)	rsaz	10077	314	9.168367E-7
			5)	rsh	0	0	0.0
				1)	rshi	6907	1337	3.9038555E-6
			6)	rsu	0	0	0.0
				1)	rsua	7124	1231	3.5943503E-6
			7)	rst	0	0	0.0
				1)	rsta	9874	344	1.0044325E-6
		8)	rn	0	0	0.0
			1)	rno	0	0	0.0
				1)	rno_	464	88665	2.5888957E-4
				2)	rnog	8086	767	2.2395343E-6
			2)	rna	0	0	0.0
				1)	rnaz	1257	38875	1.1350964E-4
				2)	rnat	2150	20252	5.9133046E-5
				3)	rna_	2934	12193	3.560188E-5
				4)	rnar	4444	4920	1.4365722E-5
				5)	rnal	4508	4758	1.3892704E-5
				6)	rnan	4782	4049	1.1822522E-5
				7)	rnam	6146	1946	5.682052E-6
			3)	rne	0	0	0.0
				1)	rne_	1494	32383	9.455389E-5
				2)	rnen	4065	6154	1.7968832E-5
				3)	rner	7407	1079	3.1505313E-6
				4)	rnet	9288	436	1.2730599E-6
				5)	rne”	11081	205	5.985717E-7
			4)	rni	0	0	0.0
				1)	rni_	1822	25448	7.4304655E-5
				2)	rnit	2941	12127	3.5409168E-5
				3)	rnir	2979	11881	3.4690882E-5
				4)	rnis	4735	4165	1.2161226E-5
				5)	rniz	6398	1725	5.036762E-6
				6)	rnia	8250	711	2.076022E-6
				7)	rnic	9683	368	1.0745092E-6
				8)	rnin	10240	294	8.584395E-7
				9)	rnim	10482	262	7.650039E-7
		9)	rr	0	0	0.0
			1)	rre	0	0	0.0
				1)	rre_	561	76217	2.2254314E-4
				2)	rrei	772	60275	1.7599469E-4
				3)	rren	1950	23257	6.790723E-5
				4)	rret	2943	12122	3.539457E-5
				5)	rrer	3806	7060	2.0614227E-5
				6)	rres	3855	6866	2.0047773E-5
				7)	rrem	3889	6729	1.9647752E-5
				8)	rreb	4038	6229	1.818782E-5
				9)	rreg	4923	3728	1.0885246E-5
				10)	rrel	6266	1832	5.3491876E-6
				11)	rrez	7204	1192	3.4804757E-6
				12)	rrev	7891	851	2.4848027E-6
				13)	rrec	8209	723	2.1110604E-6
				14)	rrea	8457	647	1.8891508E-6
				15)	rred	10442	267	7.7960317E-7
				16)	rrep	10819	229	6.6864845E-7
			2)	rro	0	0	0.0
				1)	rror	1978	22700	6.628087E-5
				2)	rrog	2567	15231	4.447242E-5
				3)	rrov	4025	6268	1.8301696E-5
				4)	rron	5228	3122	9.11581E-6
				5)	rrom	5908	2210	6.4528954E-6
				6)	rrot	6336	1775	5.182755E-6
				7)	rro_	7245	1174	3.427918E-6
				8)	rrob	10332	281	8.2048126E-7
			3)	rrà	0	0	0.0
				1)	rrà_	2451	16331	4.768427E-5
			4)	rra	0	0	0.0
				1)	rra_	2552	15338	4.4784847E-5
				2)	rran	3026	11586	3.382952E-5
				3)	rrat	6291	1809	5.2820305E-6
				4)	rrag	8126	755	2.204496E-6
				5)	rraz	9727	362	1.0569901E-6
				6)	rrar	10274	289	8.4384016E-7
			5)	rri	0	0	0.0
				1)	rrit	2886	12525	3.6571273E-5
				2)	rriv	3465	8799	2.5691867E-5
				3)	rris	4115	5934	1.7326462E-5
				4)	rrie	5132	3298	9.629705E-6
				5)	rrib	5470	2774	8.099698E-6
				6)	rric	6601	1555	4.540386E-6
				7)	rrid	7591	982	2.8673046E-6
				8)	rrig	8499	633	1.8482727E-6
				9)	rri_	8831	544	1.588405E-6
				10)	rrin	9248	444	1.2964188E-6
				11)	rril	9436	411	1.2000634E-6
				12)	rria	9706	365	1.0657496E-6
				13)	rrim	11062	206	6.014916E-7
			6)	rru	0	0	0.0
				1)	rruz	4770	4081	1.1915958E-5
			7)	rrò	0	0	0.0
				1)	rrò_	7597	981	2.8643847E-6
		10)	rc	0	0	0.0
			1)	rch	0	0	0.0
				1)	rché	647	68667	2.0049818E-4
				2)	rchi	3541	8398	2.4521003E-5
				3)	rche	4736	4162	1.2152466E-5
				4)	rchè	7199	1195	3.4892353E-6
			2)	rca	0	0	0.0
				1)	rcat	755	61601	1.7986643E-4
				2)	rca_	1376	35275	1.02998136E-4
				3)	rcar	3797	7091	2.0704743E-5
				4)	rcan	4356	5147	1.50285305E-5
				5)	rcaz	6786	1417	4.1374446E-6
				6)	rcas	10537	257	7.504046E-7
			3)	rci	0	0	0.0
				1)	rci_	1377	35255	1.0293974E-4
				2)	rcia	2304	18173	5.3062653E-5
				3)	rcio	2817	13043	3.8083763E-5
				4)	rcit	3098	11145	3.2541862E-5
				5)	rciò	4207	5670	1.6555618E-5
				6)	rciz	4258	5490	1.6030042E-5
				7)	rcim	7152	1218	3.5563921E-6
			4)	rco	0	0	0.0
				1)	rcol	3253	10183	2.9732957E-5
				2)	rcos	3828	6978	2.0374799E-5
				3)	rco_	4515	4727	1.3802189E-5
				4)	rcor	4826	3945	1.1518856E-5
				5)	rcon	6586	1572	4.5900233E-6
				6)	rcoc	9306	433	1.2643003E-6
				7)	rcot	10536	257	7.504046E-7
			5)	rce	0	0	0.0
				1)	rcen	3524	8460	2.4702034E-5
				2)	rcer	5723	2391	6.9813905E-6
				3)	rcep	6555	1591	4.6455007E-6
				4)	rce_	7307	1134	3.3111237E-6
				5)	rcet	8941	512	1.4949694E-6
				6)	rcez	9085	479	1.398614E-6
				7)	rcel	9299	434	1.2672201E-6
			6)	rcu	0	0	0.0
				1)	rcus	5650	2503	7.3084148E-6
				2)	rcur	7947	825	2.4088863E-6
				3)	rcuo	8090	766	2.2366144E-6
				4)	rcul	8875	534	1.5592063E-6
				5)	rcui	10078	314	9.168367E-7
		11)	ru	0	0	0.0
			1)	rup	0	0	0.0
				1)	rupp	803	58163	1.6982794E-4
				2)	rupo	7635	970	2.8322663E-6
			2)	rut	0	0	0.0
				1)	rutt	966	50499	1.4745012E-4
				2)	ruta	6969	1300	3.7958207E-6
				3)	ruti	9538	393	1.1475058E-6
			3)	rum	0	0	0.0
				1)	rume	1700	27450	8.015022E-5
				2)	rum_	7335	1116	3.258566E-6
				3)	rumo	7398	1084	3.1651305E-6
			4)	ruz	0	0	0.0
				1)	ruzi	1772	26218	7.655295E-5
			5)	ruo	0	0	0.0
				1)	ruol	1823	25414	7.4205374E-5
				2)	ruot	8860	537	1.567966E-6
			6)	rur	0	0	0.0
				1)	rura	3700	7531	2.1989481E-5
				2)	rurg	8837	543	1.5854852E-6
			7)	rus	0	0	0.0
				1)	russ	4186	5722	1.670745E-5
				2)	rust	7468	1039	3.0337367E-6
				3)	rus_	8302	693	2.0234645E-6
				4)	rusi	10740	237	6.9200735E-7
				5)	rusc	10886	222	6.482094E-7
			8)	rui	0	0	0.0
				1)	ruir	4330	5222	1.524752E-5
				2)	ruit	6439	1688	4.9287273E-6
				3)	ruis	8195	728	2.1256596E-6
				4)	rui_	10216	297	8.6719905E-7
			9)	ruc	0	0	0.0
				1)	ruci	4425	4975	1.4526314E-5
				2)	rucc	10589	251	7.328854E-7
			10)	rud	0	0	0.0
				1)	rude	5058	3449	1.0070605E-5
			11)	rug	0	0	0.0
				1)	rugg	6229	1867	5.4513825E-6
			12)	rub	0	0	0.0
				1)	rubr	6685	1483	4.3301557E-6
				2)	ruba	9786	354	1.0336312E-6
			13)	rue	0	0	0.0
				1)	ruen	8173	736	2.1490184E-6
			14)	ruf	0	0	0.0
				1)	ruff	9696	366	1.0686696E-6
		12)	rm	0	0	0.0
			1)	rmi	0	0	0.0
				1)	rmin	920	52199	1.5241388E-4
				2)	rmi_	1547	30904	9.023542E-5
				3)	rmit	5035	3507	1.0239956E-5
				4)	rmia	5784	2326	6.7915994E-6
				5)	rmio	6160	1929	5.6324143E-6
				6)	rmis	8622	600	1.7519172E-6
				7)	rmie	9227	449	1.3110181E-6
				8)	rmic	10644	247	7.2120594E-7
				9)	rmid	11103	203	5.92732E-7
			2)	rma	0	0	0.0
				1)	rmaz	1049	47015	1.3727731E-4
				2)	rmat	1124	43974	1.2839802E-4
				3)	rma_	1295	37512	1.0952987E-4
				4)	rmar	2095	20921	6.108644E-5
				5)	rman	3034	11558	3.3747765E-5
				6)	rmal	3351	9499	2.773577E-5
				7)	rmai	3854	6867	2.0050693E-5
				8)	rmac	5004	3571	1.0426827E-5
				9)	rmam	5075	3418	9.980089E-6
				10)	rmav	9068	482	1.4073736E-6
				11)	rmas	10865	224	6.5404913E-7
			3)	rme	0	0	0.0
				1)	rme_	1119	44112	1.2880095E-4
				2)	rmen	1964	22975	6.7083834E-5
				3)	rmet	2239	19191	5.6035075E-5
				4)	rmes	4939	3704	1.0815169E-5
				5)	rmem	5417	2850	8.321607E-6
				6)	rmed	6116	1975	5.7667276E-6
				7)	rmer	6251	1850	5.401745E-6
				8)	rmez	6934	1322	3.860058E-6
				9)	rmea	10684	242	7.066066E-7
			4)	rmu	0	0	0.0
				1)	rmul	2800	13182	3.8489623E-5
			5)	rmo	0	0	0.0
				1)	rmon	3274	10024	2.9268698E-5
				2)	rmo_	5268	3061	8.937698E-6
				3)	rmod	9628	378	1.1037079E-6
		13)	rg	0	0	0.0
			1)	rga	0	0	0.0
				1)	rgan	1212	40571	1.1846173E-4
				2)	rgam	3554	8341	2.4354571E-5
				3)	rga_	5293	3025	8.832583E-6
				4)	rgat	6774	1425	4.1608037E-6
				5)	rgar	9391	416	1.2146627E-6
			2)	rge	0	0	0.0
				1)	rgen	2117	20705	6.0455746E-5
				2)	rget	2583	14978	4.3733697E-5
				3)	rger	4745	4139	1.2085309E-5
				4)	rge_	5560	2636	7.696756E-6
			3)	rgi	0	0	0.0
				1)	rgia	2245	19105	5.5783967E-5
				2)	rgin	4284	5387	1.5729298E-5
				3)	rgie	5222	3131	9.142088E-6
				4)	rgic	6879	1356	3.959333E-6
			4)	rgo	0	0	0.0
				1)	rgom	2628	14539	4.2451877E-5
				2)	rgov	4684	4336	1.2660522E-5
				3)	rgog	5051	3470	1.0131922E-5
				4)	rgo_	5478	2763	8.067579E-6
				5)	rgon	6995	1288	3.7607824E-6
			5)	rgl	0	0	0.0
				1)	rgli	6018	2075	6.058714E-6
			6)	rgh	0	0	0.0
				1)	rghe	7356	1106	3.2293676E-6
				2)	rghi	8629	599	1.7489974E-6
			7)	rgr	0	0	0.0
				1)	rgru	10619	249	7.270457E-7
		14)	rv	0	0	0.0
			1)	rvi	0	0	0.0
				1)	rviz	1414	34364	1.0033814E-4
				2)	rvi_	3200	10476	3.0588475E-5
				3)	rvir	5503	2725	7.956624E-6
				4)	rvis	6211	1883	5.4981006E-6
				5)	rvia	7450	1047	3.0570957E-6
				6)	rvit	8317	686	2.0030254E-6
				7)	rvie	8936	513	1.4978892E-6
			2)	rve	0	0	0.0
				1)	rven	1415	34342	1.0027391E-4
				2)	rve_	3863	6829	1.9939738E-5
				3)	rveg	5430	2832	8.269049E-6
				4)	rver	6838	1386	4.046929E-6
				5)	rvel	8505	632	1.8453529E-6
			3)	rva	0	0	0.0
				1)	rvaz	2639	14419	4.2101492E-5
				2)	rvat	3252	10190	2.9753395E-5
				3)	rvar	4456	4885	1.4263526E-5
				4)	rva_	5061	3446	1.00618445E-5
				5)	rvan	6023	2068	6.038275E-6
				6)	rval	10624	248	7.241258E-7
			4)	rvo	0	0	0.0
				1)	rvon	6596	1559	4.552065E-6
				2)	rvo_	9499	400	1.1679449E-6
				3)	rvol	10818	229	6.6864845E-7
		15)	rl	0	0	0.0
			1)	rla	0	0	0.0
				1)	rlam	1818	25484	7.440976E-5
				2)	rla_	2429	16556	4.8341237E-5
				3)	rlan	2742	13684	3.9955394E-5
				4)	rlar	3289	9898	2.8900795E-5
				5)	rlat	3975	6456	1.885063E-5
				6)	rlav	8725	575	1.6789207E-6
			2)	rlo	0	0	0.0
				1)	rlo_	1825	25391	7.413822E-5
				2)	rlom	7020	1277	3.7286638E-6
				3)	rloc	7197	1196	3.4921552E-6
				4)	rlop	10369	275	8.0296206E-7
			3)	rle	0	0	0.0
				1)	rle_	3084	11242	3.282509E-5
				2)	rler	7507	1021	2.9811793E-6
			4)	rli	0	0	0.0
				1)	rli_	3259	10134	2.9589883E-5
				2)	rlia	5681	2456	7.1711816E-6
				3)	rlin	7932	832	2.4293254E-6
			5)	rlu	0	0	0.0
				1)	rluz	7904	846	2.4702033E-6
		16)	rz	0	0	0.0
			1)	rzi	0	0	0.0
				1)	rzi_	2042	21699	6.3358086E-5
				2)	rzio	4667	4388	1.2812355E-5
				3)	rzia	4818	3966	1.1580173E-5
			2)	rzo	0	0	0.0
				1)	rzo_	2171	20045	5.8528636E-5
			3)	rza	0	0	0.0
				1)	rza_	2865	12655	3.6950856E-5
				2)	rzar	3284	9922	2.8970871E-5
				3)	rzam	4435	4939	1.4421199E-5
				4)	rzat	4489	4830	1.4102934E-5
				5)	rzan	6890	1348	3.9359743E-6
			4)	rze	0	0	0.0
				1)	rze_	3912	6658	1.9440442E-5
				2)	rzer	7743	919	2.6833534E-6
		17)	rp	0	0	0.0
			1)	rpr	0	0	0.0
				1)	rpre	3356	9473	2.7659855E-5
			2)	rpe	0	0	0.0
				1)	rpet	6168	1924	5.6178146E-6
				2)	rpel	9129	468	1.3664954E-6
				3)	rper	9878	343	1.0015127E-6
			3)	rpo	0	0	0.0
				1)	rpo_	7055	1263	3.687786E-6
				2)	rpor	7236	1177	3.4366778E-6
				3)	rpot	10443	267	7.7960317E-7
			4)	rpl	0	0	0.0
				1)	rple	7535	1009	2.946141E-6
			5)	rpa	0	0	0.0
				1)	rpar	8852	539	1.5738057E-6
			6)	rpi	0	0	0.0
				1)	rpi_	10129	308	8.993175E-7
		18)	rb	0	0	0.0
			1)	rba	0	0	0.0
				1)	rbal	4075	6096	1.7799479E-5
				2)	rban	5283	3042	8.882221E-6
				3)	rbar	7422	1064	3.1067334E-6
				4)	rbat	7936	829	2.4205658E-6
				5)	rba_	8136	750	2.1898966E-6
				6)	rbai	9588	386	1.1270668E-6
				7)	rbab	10741	237	6.9200735E-7
			2)	rbo	0	0	0.0
				1)	rbon	4910	3755	1.0964082E-5
				2)	rbo_	7230	1180	3.4454374E-6
				3)	rbol	9969	330	9.635545E-7
			3)	rbu	0	0	0.0
				1)	rbur	5351	2950	8.613593E-6
			4)	rbi	0	0	0.0
				1)	rbit	5995	2101	6.1346304E-6
				2)	rbi_	7473	1037	3.027897E-6
				3)	rbim	9056	486	1.419053E-6
				4)	rbid	9225	450	1.313938E-6
				5)	rbir	10311	284	8.2924083E-7
				6)	rbio	10317	283	8.26321E-7
			5)	rbe	0	0	0.0
				1)	rben	8562	616	1.798635E-6
				2)	rbe_	9807	352	1.0277914E-6
		19)	rf	0	0	0.0
			1)	rfe	0	0	0.0
				1)	rfet	4511	4741	1.3843066E-5
				2)	rfer	6476	1658	4.8411316E-6
				3)	rfez	7232	1179	3.4425175E-6
			2)	rfi	0	0	0.0
				1)	rfic	6626	1539	4.493668E-6
				2)	rfin	7916	842	2.458524E-6
			3)	rfl	0	0	0.0
				1)	rflu	6929	1326	3.871737E-6
			4)	rfa	0	0	0.0
				1)	rfan	10015	324	9.4603536E-7
		20)	rk	0	0	0.0
			1)	rke	0	0	0.0
				1)	rket	10618	249	7.270457E-7
			2)	rki	0	0	0.0
				1)	rkin	10784	232	6.77408E-7
	19)	b	0	0	0.0
		1)	bi	0	0	0.0
			1)	bil	0	0	0.0
				1)	bili	146	179892	5.252598E-4
				2)	bile	296	118919	3.472271E-4
				3)	bila	1064	46347	1.3532685E-4
				4)	bilm	3112	11068	3.2317035E-5
			2)	bia	0	0	0.0
				1)	biam	182	163371	4.770208E-4
				2)	bia_	2070	21256	6.206459E-5
				3)	bian	3037	11528	3.366017E-5
				4)	biar	4755	4107	1.1991874E-5
				5)	biat	5727	2390	6.9784705E-6
				6)	bias	9881	343	1.0015127E-6
			3)	bie	0	0	0.0
				1)	biet	923	52136	1.5222993E-4
				2)	bien	1277	38227	1.1161757E-4
				3)	biez	6504	1633	4.7681347E-6
				4)	biel	7573	991	2.8935833E-6
				5)	bier	8451	649	1.8949905E-6
				6)	bie_	9756	359	1.0482305E-6
			4)	bit	0	0	0.0
				1)	bito	1323	36912	1.0777795E-4
				2)	bita	3649	7837	2.288296E-5
				3)	biti	4410	5015	1.4643108E-5
				4)	bitu	6010	2083	6.082073E-6
				5)	bitr	6600	1556	4.5433053E-6
				6)	bite	8066	773	2.2570534E-6
			5)	bis	0	0	0.0
				1)	biso	1630	28877	8.431686E-5
				2)	bisc	6311	1797	5.2469923E-6
				3)	bist	8918	519	1.5154085E-6
				4)	bis_	9594	385	1.1241469E-6
				5)	biss	10525	258	7.5332446E-7
			6)	bio	0	0	0.0
				1)	bio_	2284	18582	5.4256878E-5
				2)	biol	5976	2120	6.190108E-6
				3)	biod	6141	1956	5.71125E-6
				4)	biot	6282	1817	5.3053895E-6
				5)	bioc	6614	1546	4.514107E-6
				6)	biom	7441	1053	3.0746148E-6
				7)	bios	8058	776	2.265813E-6
				8)	biog	10231	296	8.642792E-7
				9)	bioe	10278	289	8.4384016E-7
			7)	bin	0	0	0.0
				1)	bini	3233	10320	3.0132976E-5
				2)	bina	5541	2676	7.813551E-6
				3)	bino	6844	1383	4.038169E-6
				4)	bine	8648	595	1.7373179E-6
			8)	biz	0	0	0.0
				1)	bizi	3510	8548	2.4958981E-5
				2)	bizz	11140	200	5.8397245E-7
			9)	bir	0	0	0.0
				1)	bire	6106	1987	5.8017663E-6
				2)	birm	8259	708	2.0672624E-6
				3)	birr	9893	341	9.95673E-7
				4)	birà	11093	204	5.956519E-7
			10)	big	0	0	0.0
				1)	bigl	6713	1465	4.2775982E-6
				2)	bigu	6900	1341	3.915535E-6
			11)	bic	0	0	0.0
				1)	bica	8332	683	1.9942659E-6
				2)	bici	9134	468	1.3664954E-6
				3)	bich	10956	216	6.3069024E-7
				4)	bicc	11115	202	5.8981215E-7
			12)	bib	0	0	0.0
				1)	bibl	8952	509	1.4862098E-6
			13)	bim	0	0	0.0
				1)	bime	9045	489	1.4278125E-6
			14)	bid	0	0	0.0
				1)	bidi	10236	295	8.6135935E-7
		2)	bb	0	0	0.0
			1)	bbi	0	0	0.0
				1)	bbia	159	173330	5.060997E-4
				2)	bbio	3614	8060	2.3534089E-5
				3)	bbi_	5225	3124	9.121649E-6
				4)	bbis	6804	1407	4.1082462E-6
				5)	bbie	7750	917	2.6775135E-6
				6)	bbig	8336	682	1.991346E-6
				7)	bbin	9267	440	1.2847394E-6
			2)	bbe	0	0	0.0
				1)	bbe_	341	110083	3.214272E-4
				2)	bber	1324	36818	1.0750348E-4
				3)	bben	3667	7738	2.2593893E-5
				4)	bbed	10734	237	6.9200735E-7
			3)	bbl	0	0	0.0
				1)	bbli	679	66320	1.9364526E-4
			4)	bba	0	0	0.0
				1)	bba_	2921	12261	3.580043E-5
				2)	bban	3210	10444	3.049504E-5
				3)	bbas	4432	4947	1.4444558E-5
				4)	bbat	6386	1735	5.065961E-6
			5)	bbr	0	0	0.0
				1)	bbra	5097	3375	9.854535E-6
				2)	bbri	6323	1787	5.217794E-6
				3)	bbre	8166	740	2.160698E-6
			6)	bbo	0	0	0.0
				1)	bbon	5915	2197	6.414937E-6
				2)	bbo_	9109	473	1.3810948E-6
			7)	bby	0	0	0.0
				1)	bby_	8353	678	1.9796664E-6
		3)	br	0	0	0.0
			1)	bri	0	0	0.0
				1)	bri_	372	102405	2.9900848E-4
				2)	brio	3474	8742	2.5525434E-5
				3)	brit	3776	7203	2.1031767E-5
				4)	bric	5098	3374	9.851615E-6
				5)	bril	8491	637	1.8599521E-6
				6)	brig	9832	349	1.0190319E-6
				7)	bria	10156	306	8.934778E-7
			2)	bre	0	0	0.0
				1)	bre_	2163	20116	5.8735946E-5
				2)	brev	2363	17400	5.08056E-5
				3)	brer	8308	691	2.0176246E-6
				4)	brei	9853	347	1.0131922E-6
			3)	bra	0	0	0.0
				1)	bra_	2415	16776	4.8983606E-5
				2)	brat	4105	5984	1.7472456E-5
				3)	brai	5324	2992	8.736228E-6
				4)	bran	5653	2498	7.2938155E-6
				5)	brar	6560	1589	4.639661E-6
				6)	brac	7244	1175	3.430838E-6
				7)	brav	7622	975	2.8468655E-6
				8)	braz	9603	384	1.1212271E-6
				9)	bras	10325	282	8.2340114E-7
			4)	bro	0	0	0.0
				1)	bro_	2452	16312	4.762879E-5
				2)	brog	7544	1006	2.9373814E-6
			5)	bru	0	0	0.0
				1)	brut	6588	1572	4.5900233E-6
				2)	bruc	9642	376	1.0978681E-6
				3)	brus	10750	236	6.8908747E-7
		4)	bl	0	0	0.0
			1)	ble	0	0	0.0
				1)	blem	602	72886	2.1281707E-4
				2)	blea	3170	10675	3.116953E-5
			2)	bli	0	0	0.0
				1)	blic	999	48889	1.4274914E-4
				2)	blig	2346	17597	5.1380815E-5
				3)	blio	8926	518	1.5124886E-6
			3)	blo	0	0	0.0
				1)	bloc	4276	5424	1.5837331E-5
			4)	blu	0	0	0.0
				1)	blu_	8556	618	1.8044748E-6
		5)	be	0	0	0.0
			1)	ber	0	0	0.0
				1)	bero	1153	43136	1.2595118E-4
				2)	bera	1890	24268	7.085921E-5
				3)	bert	2000	22367	6.530856E-5
				4)	beri	5635	2527	7.378492E-6
				5)	bere	6516	1627	4.7506155E-6
				6)	berc	8323	685	2.0001055E-6
				7)	bers	9049	488	1.4248927E-6
				8)	berg	9491	403	1.1767045E-6
				9)	berr	10839	227	6.628087E-7
			2)	ben	0	0	0.0
				1)	bene	1326	36749	1.0730201E-4
				2)	ben_	2681	14062	4.1059102E-5
				3)	bens	3761	7270	2.1227397E-5
				4)	beni	4633	4470	1.3051784E-5
				5)	benc	4683	4340	1.2672202E-5
				6)	benv	5893	2219	6.479174E-6
				7)	benz	8527	626	1.8278337E-6
				8)	bent	9739	360	1.0511503E-6
				9)	bend	10086	313	9.1391684E-7
			3)	bel	0	0	0.0
				1)	bell	4428	4967	1.4502955E-5
				2)	belg	6002	2096	6.1200312E-6
				3)	bel_	8433	655	1.9125098E-6
			4)	bes	0	0	0.0
				1)	best	7814	889	2.5957575E-6
				2)	besi	9487	404	1.1796243E-6
			5)	bet	0	0	0.0
				1)	beta	7879	857	2.5023219E-6
				2)	beti	9064	484	1.4132132E-6
				3)	bete	10838	227	6.628087E-7
			6)	bev	0	0	0.0
				1)	beva	8240	715	2.0877014E-6
			7)	bed	0	0	0.0
				1)	bedu	9028	493	1.439492E-6
				2)	bedi	10832	228	6.657286E-7
			8)	bek	0	0	0.0
				1)	beki	10433	268	7.8252305E-7
			9)	bef	0	0	0.0
				1)	beff	10918	220	6.423697E-7
		6)	ba	0	0	0.0
			1)	bat	0	0	0.0
				1)	batt	1266	38504	1.1242637E-4
				2)	bato	7705	938	2.7388307E-6
				3)	bati	9966	330	9.635545E-7
			2)	bas	0	0	0.0
				1)	base	1417	34288	1.0011623E-4
				2)	basa	2932	12201	3.562524E-5
				3)	bast	3438	8960	2.6161964E-5
				4)	bass	3629	7954	2.3224584E-5
				5)	basi	4688	4314	1.2596285E-5
				6)	basc	6280	1819	5.3112294E-6
			3)	bal	0	0	0.0
				1)	bale	2405	16893	4.932523E-5
				2)	bali	3586	8191	2.3916591E-5
				3)	balt	6868	1362	3.9768524E-6
				4)	ball	7566	997	2.9111025E-6
				5)	balc	9378	418	1.2205023E-6
				6)	baln	9836	348	1.016112E-6
				7)	balm	9953	332	9.693943E-7
				8)	balz	10634	248	7.241258E-7
			4)	bam	0	0	0.0
				1)	bamb	3004	11667	3.406603E-5
			5)	bad	0	0	0.0
				1)	badi	3384	9254	2.7020404E-5
				2)	bade	10119	310	9.0515726E-7
				3)	bada	10875	224	6.5404913E-7
			6)	ban	0	0	0.0
				1)	band	3441	8945	2.6118167E-5
				2)	banc	3460	8816	2.5741505E-5
				3)	bano	3901	6692	1.9539717E-5
				4)	bana	5333	2980	8.7011895E-6
				5)	bane	5608	2575	7.518645E-6
				6)	bani	5826	2289	6.6835646E-6
			7)	bab	0	0	0.0
				1)	babi	3563	8293	2.4214416E-5
			8)	bag	0	0	0.0
				1)	bagl	4762	4095	1.1956836E-5
				2)	baga	10005	325	9.489552E-7
				3)	bagn	10053	318	9.2851616E-7
			9)	bac	0	0	0.0
				1)	bacc	5154	3269	9.54503E-6
				2)	baci	7852	873	2.5490397E-6
			10)	bar	0	0	0.0
				1)	barr	5652	2503	7.3084148E-6
				2)	barc	5831	2280	6.6572857E-6
				3)	barb	7467	1040	3.0366566E-6
				4)	baro	7487	1033	3.0162175E-6
				5)	bara	7545	1006	2.9373814E-6
				6)	barg	7630	973	2.841026E-6
				7)	bard	8052	778	2.2716526E-6
				8)	bari	8098	765	2.2336944E-6
				9)	bare	9094	477	1.3927743E-6
			11)	bai	0	0	0.0
				1)	baig	9676	370	1.080349E-6
			12)	bap	0	0	0.0
				1)	bapp	10297	286	8.350806E-7
			13)	baz	0	0	0.0
				1)	bazi	10569	253	7.3872513E-7
			14)	bav	0	0	0.0
				1)	bava	11122	201	5.8689227E-7
		7)	bo	0	0	0.0
			1)	bor	0	0	0.0
				1)	bora	1670	27941	8.1583865E-5
				2)	bors	5576	2618	7.644199E-6
				3)	bord	5642	2514	7.3405336E-6
				4)	bort	7421	1065	3.109653E-6
				5)	bori	7539	1009	2.946141E-6
				6)	bore	9718	363	1.05991E-6
			2)	bol	0	0	0.0
				1)	boli	3211	10408	3.0389925E-5
				2)	bole	5190	3198	9.337719E-6
				3)	bolo	7266	1162	3.3928798E-6
				4)	boll	8335	682	1.991346E-6
			3)	bon	0	0	0.0
				1)	boni	5486	2745	8.015021E-6
				2)	bono	6454	1677	4.896609E-6
				3)	bone	7125	1231	3.5943503E-6
				4)	bond	7966	815	2.3796877E-6
				5)	bona	11068	206	6.014916E-7
			4)	bov	0	0	0.0
				1)	bovi	5753	2353	6.8704358E-6
			5)	boc	0	0	0.0
				1)	bocc	5937	2172	6.3419407E-6
			6)	bom	0	0	0.0
				1)	bomb	6534	1610	4.700978E-6
			7)	bos	0	0	0.0
				1)	bosc	6956	1309	3.8220996E-6
				2)	bosn	10794	232	6.77408E-7
			8)	boz	0	0	0.0
				1)	bozz	8271	705	2.0585028E-6
			9)	bot	0	0	0.0
				1)	bott	8962	507	1.4803701E-6
				2)	bota	9060	486	1.419053E-6
			10)	boi	0	0	0.0
				1)	boic	9362	422	1.2321818E-6
			11)	bog	0	0	0.0
				1)	bogi	10766	234	6.832477E-7
		8)	bu	0	0	0.0
			1)	buo	0	0	0.0
				1)	buon	1930	23559	6.8789035E-5
			2)	bui	0	0	0.0
				1)	buir	2770	13410	3.915535E-5
				2)	buit	3795	7096	2.0719343E-5
				3)	buis	3947	6511	1.9011222E-5
				4)	buia	8904	523	1.5270879E-6
			3)	but	0	0	0.0
				1)	buto	3153	10769	3.1443997E-5
				2)	buti	4942	3699	1.080057E-5
				3)	butt	9904	338	9.869134E-7
				4)	buta	9965	330	9.635545E-7
			4)	buz	0	0	0.0
				1)	buzi	4040	6226	1.8179062E-5
			5)	bur	0	0	0.0
				1)	buro	4363	5130	1.4978893E-5
				2)	bura	5575	2620	7.650039E-6
				3)	buri	6955	1309	3.8220996E-6
				4)	burg	7770	905	2.6424752E-6
				5)	burr	10099	312	9.1099696E-7
			6)	bue	0	0	0.0
				1)	buen	4668	4384	1.2800676E-5
			7)	bun	0	0	0.0
				1)	buna	5167	3244	9.472033E-6
